business_code,biz_large_codes,biz_large_names,biz_middle_codes,biz_middle_names,biz_small_codes,biz_small_names,biz_sub_codes,biz_sub_names,biz_detail_names,linked_ksic_codes,linked_ksic_names,main_ksic_codes,main_ksic_names,main_relation_values,detail_descriptions,source_row_count,embedding_text
210111,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"펄프, 종이 및 판지 제조업",2101,"펄프, 종이 및 판지 제조업",골판지 원지 제조업 | 크라프트지 및 기타 상자용 판지 제조업,17104 | 17105,골판지 원지 제조업 | 크라프트지 및 기타 상자용 판지 제조업,,,,,2,"업종코드: 210111
업종 대분류: 제조업
업종 중분류: 펄프, 종이 및 종이제품 제조업
업종 소분류: 펄프, 종이 및 판지 제조업
업종 세분류: 펄프, 종이 및 판지 제조업
업종 세세분류 및 활동명: 골판지 원지 제조업 | 크라프트지 및 기타 상자용 판지 제조업
연계 KSIC 11차 코드: 17104 | 17105
연계 KSIC 11차 분류명: 골판지 원지 제조업 | 크라프트지 및 기타 상자용 판지 제조업"
210112,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"펄프, 종이 및 판지 제조업",2101,"펄프, 종이 및 판지 제조업",기타 종이 및 판지 제조업,17109,기타 종이 및 판지 제조업,,,,한지,1,"업종코드: 210112
업종 대분류: 제조업
업종 중분류: 펄프, 종이 및 종이제품 제조업
업종 소분류: 펄프, 종이 및 판지 제조업
업종 세분류: 펄프, 종이 및 판지 제조업
업종 세세분류 및 활동명: 기타 종이 및 판지 제조업
연계 KSIC 11차 코드: 17109
연계 KSIC 11차 분류명: 기타 종이 및 판지 제조업
세부설명: 한지"
210200,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"골판지, 종이 상자 및 종이 용기 제조업",2102,골판지 및 골판지 가공제품 제조업,골판지 제조업,17211,골판지 제조업,,,,,1,"업종코드: 210200
업종 대분류: 제조업
업종 중분류: 펄프, 종이 및 종이제품 제조업
업종 소분류: 골판지, 종이 상자 및 종이 용기 제조업
업종 세분류: 골판지 및 골판지 가공제품 제조업
업종 세세분류 및 활동명: 골판지 제조업
연계 KSIC 11차 코드: 17211
연계 KSIC 11차 분류명: 골판지 제조업"
210201,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"골판지, 종이 상자 및 종이 용기 제조업",2102,"종이 포대, 판지 상자 및 종이 용기 제조업",판지 상자 및 용기 제조업,17222,판지 상자 및 용기 제조업,,,,,1,"업종코드: 210201
업종 대분류: 제조업
업종 중분류: 펄프, 종이 및 종이제품 제조업
업종 소분류: 골판지, 종이 상자 및 종이 용기 제조업
업종 세분류: 종이 포대, 판지 상자 및 종이 용기 제조업
업종 세세분류 및 활동명: 판지 상자 및 용기 제조업
연계 KSIC 11차 코드: 17222
연계 KSIC 11차 분류명: 판지 상자 및 용기 제조업"
210202,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"골판지, 종이 상자 및 종이 용기 제조업",2102,골판지 및 골판지 가공제품 제조업,골판지 상자 및 가공제품 제조업,17212,골판지 상자 및 가공제품 제조업,,,,,1,"업종코드: 210202
업종 대분류: 제조업
업종 중분류: 펄프, 종이 및 종이제품 제조업
업종 소분류: 골판지, 종이 상자 및 종이 용기 제조업
업종 세분류: 골판지 및 골판지 가공제품 제조업
업종 세세분류 및 활동명: 골판지 상자 및 가공제품 제조업
연계 KSIC 11차 코드: 17212
연계 KSIC 11차 분류명: 골판지 상자 및 가공제품 제조업"
210203,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"골판지, 종이 상자 및 종이 용기 제조업",2102,"종이 포대, 판지 상자 및 종이 용기 제조업",종이 포대 및 가방 제조업,17221,종이 포대 및 가방 제조업,,,,,1,"업종코드: 210203
업종 대분류: 제조업
업종 중분류: 펄프, 종이 및 종이제품 제조업
업종 소분류: 골판지, 종이 상자 및 종이 용기 제조업
업종 세분류: 종이 포대, 판지 상자 및 종이 용기 제조업
업종 세세분류 및 활동명: 종이 포대 및 가방 제조업
연계 KSIC 11차 코드: 17221
연계 KSIC 11차 분류명: 종이 포대 및 가방 제조업"
210204,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"골판지, 종이 상자 및 종이 용기 제조업",2102,"종이 포대, 판지 상자 및 종이 용기 제조업",식품 위생용 종이 상자 및 용기 제조업,17223,식품 위생용 종이 상자 및 용기 제조업,,,,,1,"업종코드: 210204
업종 대분류: 제조업
업종 중분류: 펄프, 종이 및 종이제품 제조업
업종 소분류: 골판지, 종이 상자 및 종이 용기 제조업
업종 세분류: 종이 포대, 판지 상자 및 종이 용기 제조업
업종 세세분류 및 활동명: 식품 위생용 종이 상자 및 용기 제조업
연계 KSIC 11차 코드: 17223
연계 KSIC 11차 분류명: 식품 위생용 종이 상자 및 용기 제조업"
210205,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,"골판지, 종이 상자 및 종이 용기 제조업",2102,"종이 포대, 판지 상자 및 종이 용기 제조업",기타 종이 상자 및 용기 제조업,17229,기타 종이 상자 및 용기 제조업,,,,,1,"업종코드: 210205
업종 대분류: 제조업
업종 중분류: 펄프, 종이 및 종이제품 제조업
업종 소분류: 골판지, 종이 상자 및 종이 용기 제조업
업종 세분류: 종이 포대, 판지 상자 및 종이 용기 제조업
업종 세세분류 및 활동명: 기타 종이 상자 및 용기 제조업
연계 KSIC 11차 코드: 17229
연계 KSIC 11차 분류명: 기타 종이 상자 및 용기 제조업"
210206,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,기타 종이 및 판지 제품 제조업,2102,기타 종이 및 판지 제품 제조업,그 외 기타 종이 및 판지 제품 제조업,17909,그 외 기타 종이 및 판지 제품 제조업,,,,종이컵,1,"업종코드: 210206
업종 대분류: 제조업
업종 중분류: 펄프, 종이 및 종이제품 제조업
업종 소분류: 기타 종이 및 판지 제품 제조업
업종 세분류: 기타 종이 및 판지 제품 제조업
업종 세세분류 및 활동명: 그 외 기타 종이 및 판지 제품 제조업
연계 KSIC 11차 코드: 17909
연계 KSIC 11차 분류명: 그 외 기타 종이 및 판지 제품 제조업
세부설명: 종이컵"
210901,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,기타 종이 및 판지 제품 제조업,2109,기타 종이 및 판지 제품 제조업,문구용 종이제품 제조업,17901,문구용 종이제품 제조업,,,,,1,"업종코드: 210901
업종 대분류: 제조업
업종 중분류: 펄프, 종이 및 종이제품 제조업
업종 소분류: 기타 종이 및 판지 제품 제조업
업종 세분류: 기타 종이 및 판지 제품 제조업
업종 세세분류 및 활동명: 문구용 종이제품 제조업
연계 KSIC 11차 코드: 17901
연계 KSIC 11차 분류명: 문구용 종이제품 제조업"
210902,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,기타 종이 및 판지 제품 제조업,2109,기타 종이 및 판지 제품 제조업,벽지 및 장판지 제조업,17903,벽지 및 장판지 제조업,,,,,1,"업종코드: 210902
업종 대분류: 제조업
업종 중분류: 펄프, 종이 및 종이제품 제조업
업종 소분류: 기타 종이 및 판지 제품 제조업
업종 세분류: 기타 종이 및 판지 제품 제조업
업종 세세분류 및 활동명: 벽지 및 장판지 제조업
연계 KSIC 11차 코드: 17903
연계 KSIC 11차 분류명: 벽지 및 장판지 제조업"
210903,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,기타 종이 및 판지 제품 제조업,2109,기타 종이 및 판지 제품 제조업,위생용 종이제품 제조업,17902,위생용 종이제품 제조업,,,,,1,"업종코드: 210903
업종 대분류: 제조업
업종 중분류: 펄프, 종이 및 종이제품 제조업
업종 소분류: 기타 종이 및 판지 제품 제조업
업종 세분류: 기타 종이 및 판지 제품 제조업
업종 세세분류 및 활동명: 위생용 종이제품 제조업
연계 KSIC 11차 코드: 17902
연계 KSIC 11차 분류명: 위생용 종이제품 제조업"
210905,C,제조업,21,"펄프, 종이 및 종이제품 제조업",210,기타 종이 및 판지 제품 제조업,2109,기타 종이 및 판지 제품 제조업,그 외 기타 종이 및 판지 제품 제조업,17909,그 외 기타 종이 및 판지 제품 제조업,17909,그 외 기타 종이 및 판지 제품 제조업,1,,1,"업종코드: 210905
업종 대분류: 제조업
업종 중분류: 펄프, 종이 및 종이제품 제조업
업종 소분류: 기타 종이 및 판지 제품 제조업
업종 세분류: 기타 종이 및 판지 제품 제조업
업종 세세분류 및 활동명: 그 외 기타 종이 및 판지 제품 제조업
연계 KSIC 11차 코드: 17909
연계 KSIC 11차 분류명: 그 외 기타 종이 및 판지 제품 제조업
주요 연계 KSIC 코드: 17909
주요 연계 KSIC 분류명: 그 외 기타 종이 및 판지 제품 제조업"
221100,J,정보통신업,22,출판업,221,"서적, 잡지 및 기타 인쇄물 출판업",2211,서적 출판업,일반 서적 출판업,58113,일반 서적 출판업,,,,,1,"업종코드: 221100
업종 대분류: 정보통신업
업종 중분류: 출판업
업종 소분류: 서적, 잡지 및 기타 인쇄물 출판업
업종 세분류: 서적 출판업
업종 세세분류 및 활동명: 일반 서적 출판업
연계 KSIC 11차 코드: 58113
연계 KSIC 11차 분류명: 일반 서적 출판업"
221103,J,정보통신업,22,출판업,221,"서적, 잡지 및 기타 인쇄물 출판업",2211,서적 출판업,교과서 및 학습 서적 출판업,58111,교과서 및 학습 서적 출판업,,,,,1,"업종코드: 221103
업종 대분류: 정보통신업
업종 중분류: 출판업
업종 소분류: 서적, 잡지 및 기타 인쇄물 출판업
업종 세분류: 서적 출판업
업종 세세분류 및 활동명: 교과서 및 학습 서적 출판업
연계 KSIC 11차 코드: 58111
연계 KSIC 11차 분류명: 교과서 및 학습 서적 출판업"
221104,J,정보통신업,22,출판업,221,"서적, 잡지 및 기타 인쇄물 출판업",2211,서적 출판업,만화 출판업,58112,만화 출판업,,,,,1,"업종코드: 221104
업종 대분류: 정보통신업
업종 중분류: 출판업
업종 소분류: 서적, 잡지 및 기타 인쇄물 출판업
업종 세분류: 서적 출판업
업종 세세분류 및 활동명: 만화 출판업
연계 KSIC 11차 코드: 58112
연계 KSIC 11차 분류명: 만화 출판업"
221200,J,정보통신업,22,출판업,221,"서적, 잡지 및 기타 인쇄물 출판업",2212,"신문, 잡지 및 정기 간행물 출판업",잡지 및 정기 간행물 발행업,58122,잡지 및 정기 간행물 발행업,,,,,1,"업종코드: 221200
업종 대분류: 정보통신업
업종 중분류: 출판업
업종 소분류: 서적, 잡지 및 기타 인쇄물 출판업
업종 세분류: 신문, 잡지 및 정기 간행물 출판업
업종 세세분류 및 활동명: 잡지 및 정기 간행물 발행업
연계 KSIC 11차 코드: 58122
연계 KSIC 11차 분류명: 잡지 및 정기 간행물 발행업"
221201,J,정보통신업,22,출판업,221,"서적, 잡지 및 기타 인쇄물 출판업",2212,"신문, 잡지 및 정기 간행물 출판업",신문 발행업,58121,신문 발행업,,,,,1,"업종코드: 221201
업종 대분류: 정보통신업
업종 중분류: 출판업
업종 소분류: 서적, 잡지 및 기타 인쇄물 출판업
업종 세분류: 신문, 잡지 및 정기 간행물 출판업
업종 세세분류 및 활동명: 신문 발행업
연계 KSIC 11차 코드: 58121
연계 KSIC 11차 분류명: 신문 발행업"
221202,J,정보통신업,22,출판업,221,"서적, 잡지 및 기타 인쇄물 출판업",2212,"신문, 잡지 및 정기 간행물 출판업",정기 광고 간행물 발행업,58123,정기 광고 간행물 발행업,,,,,1,"업종코드: 221202
업종 대분류: 정보통신업
업종 중분류: 출판업
업종 소분류: 서적, 잡지 및 기타 인쇄물 출판업
업종 세분류: 신문, 잡지 및 정기 간행물 출판업
업종 세세분류 및 활동명: 정기 광고 간행물 발행업
연계 KSIC 11차 코드: 58123
연계 KSIC 11차 분류명: 정기 광고 간행물 발행업"
221300,J,정보통신업,22,영상ㆍ오디오 기록물 제작 및 배급업,221,오디오물 출판 및 원판 녹음업,2213,오디오물 출판 및 원판 녹음업,음악 및 기타 오디오물 출판업,59201,음악 및 기타 오디오물 출판업,,,,,1,"업종코드: 221300
업종 대분류: 정보통신업
업종 중분류: 영상ㆍ오디오 기록물 제작 및 배급업
업종 소분류: 오디오물 출판 및 원판 녹음업
업종 세분류: 오디오물 출판 및 원판 녹음업
업종 세세분류 및 활동명: 음악 및 기타 오디오물 출판업
연계 KSIC 11차 코드: 59201
연계 KSIC 11차 분류명: 음악 및 기타 오디오물 출판업"
221900,J,정보통신업,22,출판업,221,"서적, 잡지 및 기타 인쇄물 출판업",2219,기타 인쇄물 출판업,기타 인쇄물 출판업,58190,기타 인쇄물 출판업,,,,,1,"업종코드: 221900
업종 대분류: 정보통신업
업종 중분류: 출판업
업종 소분류: 서적, 잡지 및 기타 인쇄물 출판업
업종 세분류: 기타 인쇄물 출판업
업종 세세분류 및 활동명: 기타 인쇄물 출판업
연계 KSIC 11차 코드: 58190
연계 KSIC 11차 분류명: 기타 인쇄물 출판업"
222101,C,제조업,22,인쇄 및 기록매체 복제업,222,인쇄 및 인쇄관련 산업,2221,인쇄업,경 인쇄업,18111,경 인쇄업,,,,프린트,1,"업종코드: 222101
업종 대분류: 제조업
업종 중분류: 인쇄 및 기록매체 복제업
업종 소분류: 인쇄 및 인쇄관련 산업
업종 세분류: 인쇄업
업종 세세분류 및 활동명: 경 인쇄업
연계 KSIC 11차 코드: 18111
연계 KSIC 11차 분류명: 경 인쇄업
세부설명: 프린트"
222102,C,제조업,22,인쇄 및 기록매체 복제업,222,인쇄 및 인쇄관련 산업,2221,인쇄업,스크린 인쇄업,18112,스크린 인쇄업,,,,,1,"업종코드: 222102
업종 대분류: 제조업
업종 중분류: 인쇄 및 기록매체 복제업
업종 소분류: 인쇄 및 인쇄관련 산업
업종 세분류: 인쇄업
업종 세세분류 및 활동명: 스크린 인쇄업
연계 KSIC 11차 코드: 18112
연계 KSIC 11차 분류명: 스크린 인쇄업"
222103,C,제조업,22,인쇄 및 기록매체 복제업,222,인쇄 및 인쇄관련 산업,2221,인쇄업,경 인쇄업,18111,경 인쇄업,18111,경 인쇄업,1,,1,"업종코드: 222103
업종 대분류: 제조업
업종 중분류: 인쇄 및 기록매체 복제업
업종 소분류: 인쇄 및 인쇄관련 산업
업종 세분류: 인쇄업
업종 세세분류 및 활동명: 경 인쇄업
연계 KSIC 11차 코드: 18111
연계 KSIC 11차 분류명: 경 인쇄업
주요 연계 KSIC 코드: 18111
주요 연계 KSIC 분류명: 경 인쇄업"
222104,C,제조업,22,인쇄 및 기록매체 복제업,222,인쇄 및 인쇄관련 산업,2221,인쇄업,오프셋 인쇄업,18113,오프셋 인쇄업,,,,,1,"업종코드: 222104
업종 대분류: 제조업
업종 중분류: 인쇄 및 기록매체 복제업
업종 소분류: 인쇄 및 인쇄관련 산업
업종 세분류: 인쇄업
업종 세세분류 및 활동명: 오프셋 인쇄업
연계 KSIC 11차 코드: 18113
연계 KSIC 11차 분류명: 오프셋 인쇄업"
222105,C,제조업,22,인쇄 및 기록매체 복제업,222,인쇄 및 인쇄관련 산업,2221,인쇄업,기타 인쇄업,18119,기타 인쇄업,,,,,1,"업종코드: 222105
업종 대분류: 제조업
업종 중분류: 인쇄 및 기록매체 복제업
업종 소분류: 인쇄 및 인쇄관련 산업
업종 세분류: 인쇄업
업종 세세분류 및 활동명: 기타 인쇄업
연계 KSIC 11차 코드: 18119
연계 KSIC 11차 분류명: 기타 인쇄업"
222201,C,제조업,22,인쇄 및 기록매체 복제업,222,인쇄 및 인쇄관련 산업,2222,인쇄관련 산업,제책업,18122,제책업,,,,,1,"업종코드: 222201
업종 대분류: 제조업
업종 중분류: 인쇄 및 기록매체 복제업
업종 소분류: 인쇄 및 인쇄관련 산업
업종 세분류: 인쇄관련 산업
업종 세세분류 및 활동명: 제책업
연계 KSIC 11차 코드: 18122
연계 KSIC 11차 분류명: 제책업"
222202,C,제조업,22,인쇄 및 기록매체 복제업,222,인쇄 및 인쇄관련 산업,2222,인쇄관련 산업,기타 인쇄관련 산업,18129,기타 인쇄관련 산업,,,,,1,"업종코드: 222202
업종 대분류: 제조업
업종 중분류: 인쇄 및 기록매체 복제업
업종 소분류: 인쇄 및 인쇄관련 산업
업종 세분류: 인쇄관련 산업
업종 세세분류 및 활동명: 기타 인쇄관련 산업
연계 KSIC 11차 코드: 18129
연계 KSIC 11차 분류명: 기타 인쇄관련 산업"
222203,C,제조업,22,인쇄 및 기록매체 복제업,222,인쇄 및 인쇄관련 산업,2222,인쇄관련 산업,제판 및 조판업,18121,제판 및 조판업,,,,,1,"업종코드: 222203
업종 대분류: 제조업
업종 중분류: 인쇄 및 기록매체 복제업
업종 소분류: 인쇄 및 인쇄관련 산업
업종 세분류: 인쇄관련 산업
업종 세세분류 및 활동명: 제판 및 조판업
연계 KSIC 11차 코드: 18121
연계 KSIC 11차 분류명: 제판 및 조판업"
223001,C,제조업,22,인쇄 및 기록매체 복제업,223,기록매체 복제업,2230,기록매체 복제업,기록매체 복제업,18200,기록매체 복제업,,,,,1,"업종코드: 223001
업종 대분류: 제조업
업종 중분류: 인쇄 및 기록매체 복제업
업종 소분류: 기록매체 복제업
업종 세분류: 기록매체 복제업
업종 세세분류 및 활동명: 기록매체 복제업
연계 KSIC 11차 코드: 18200
연계 KSIC 11차 분류명: 기록매체 복제업"
231001,C,제조업,23,"코크스, 연탄 및 석유정제품 제조업",231,코크스 및 연탄 제조업,2310,코크스 및 연탄 제조업,코크스 및 연탄 제조업,19100,코크스 및 연탄 제조업,,,,,1,"업종코드: 231001
업종 대분류: 제조업
업종 중분류: 코크스, 연탄 및 석유정제품 제조업
업종 소분류: 코크스 및 연탄 제조업
업종 세분류: 코크스 및 연탄 제조업
업종 세세분류 및 활동명: 코크스 및 연탄 제조업
연계 KSIC 11차 코드: 19100
연계 KSIC 11차 분류명: 코크스 및 연탄 제조업"
231002,C,제조업,23,"코크스, 연탄 및 석유정제품 제조업",231,코크스 및 연탄 제조업,2310,코크스 및 연탄 제조업,코크스 및 연탄 제조업,19100,코크스 및 연탄 제조업,,,,,1,"업종코드: 231002
업종 대분류: 제조업
업종 중분류: 코크스, 연탄 및 석유정제품 제조업
업종 소분류: 코크스 및 연탄 제조업
업종 세분류: 코크스 및 연탄 제조업
업종 세세분류 및 활동명: 코크스 및 연탄 제조업
연계 KSIC 11차 코드: 19100
연계 KSIC 11차 분류명: 코크스 및 연탄 제조업"
232100,C,제조업,23,"코크스, 연탄 및 석유정제품 제조업",232,석유 정제품 제조업,2321,원유 정제처리업,원유 정제처리업,19210,원유 정제처리업,,,,,1,"업종코드: 232100
업종 대분류: 제조업
업종 중분류: 코크스, 연탄 및 석유정제품 제조업
업종 소분류: 석유 정제품 제조업
업종 세분류: 원유 정제처리업
업종 세세분류 및 활동명: 원유 정제처리업
연계 KSIC 11차 코드: 19210
연계 KSIC 11차 분류명: 원유 정제처리업"
232101,C,제조업,23,화학 물질 및 화학제품 제조업; 의약품 제외,232,기초 화학물질 제조업,2321,기초 무기화학 물질 제조업,기타 기초 무기화학 물질 제조업,20129,기타 기초 무기화학 물질 제조업,,,,방사성물질 혼합ㆍ배합ㆍ농축,1,"업종코드: 232101
업종 대분류: 제조업
업종 중분류: 화학 물질 및 화학제품 제조업; 의약품 제외
업종 소분류: 기초 화학물질 제조업
업종 세분류: 기초 무기화학 물질 제조업
업종 세세분류 및 활동명: 기타 기초 무기화학 물질 제조업
연계 KSIC 11차 코드: 20129
연계 KSIC 11차 분류명: 기타 기초 무기화학 물질 제조업
세부설명: 방사성물질 혼합ㆍ배합ㆍ농축"
232200,C,제조업,23,"코크스, 연탄 및 석유정제품 제조업",232,석유 정제품 제조업,2322,석유 정제물 재처리업,윤활유 및 그리스 제조업,19221,윤활유 및 그리스 제조업,,,,,1,"업종코드: 232200
업종 대분류: 제조업
업종 중분류: 코크스, 연탄 및 석유정제품 제조업
업종 소분류: 석유 정제품 제조업
업종 세분류: 석유 정제물 재처리업
업종 세세분류 및 활동명: 윤활유 및 그리스 제조업
연계 KSIC 11차 코드: 19221
연계 KSIC 11차 분류명: 윤활유 및 그리스 제조업"
232201,C,제조업,23,"코크스, 연탄 및 석유정제품 제조업",232,석유 정제품 제조업,2322,석유 정제물 재처리업,기타 석유 정제물 재처리업,19229,기타 석유 정제물 재처리업,,,,,1,"업종코드: 232201
업종 대분류: 제조업
업종 중분류: 코크스, 연탄 및 석유정제품 제조업
업종 소분류: 석유 정제품 제조업
업종 세분류: 석유 정제물 재처리업
업종 세세분류 및 활동명: 기타 석유 정제물 재처리업
연계 KSIC 11차 코드: 19229
연계 KSIC 11차 분류명: 기타 석유 정제물 재처리업"
241101,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,기초 화학물질 제조업,2411,기초 무기화학 물질 제조업,"수소 제조업 | 산소, 질소 및 기타 산업용 가스 제조업",20121 | 20122,"수소 제조업 | 산소, 질소 및 기타 산업용 가스 제조업",,,,,2,"업종코드: 241101
업종 대분류: 제조업
업종 중분류: 화학 물질 및 화학제품 제조업; 의약품 제외
업종 소분류: 기초 화학물질 제조업
업종 세분류: 기초 무기화학 물질 제조업
업종 세세분류 및 활동명: 수소 제조업 | 산소, 질소 및 기타 산업용 가스 제조업
연계 KSIC 11차 코드: 20121 | 20122
연계 KSIC 11차 분류명: 수소 제조업 | 산소, 질소 및 기타 산업용 가스 제조업"
241102,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,기초 화학물질 제조업,2411,기초 무기화학 물질 제조업,기타 기초 무기화학 물질 제조업,20129,기타 기초 무기화학 물질 제조업,20129,기타 기초 무기화학 물질 제조업,1,,1,"업종코드: 241102
업종 대분류: 제조업
업종 중분류: 화학 물질 및 화학제품 제조업; 의약품 제외
업종 소분류: 기초 화학물질 제조업
업종 세분류: 기초 무기화학 물질 제조업
업종 세세분류 및 활동명: 기타 기초 무기화학 물질 제조업
연계 KSIC 11차 코드: 20129
연계 KSIC 11차 분류명: 기타 기초 무기화학 물질 제조업
주요 연계 KSIC 코드: 20129
주요 연계 KSIC 분류명: 기타 기초 무기화학 물질 제조업"
241105,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,기초 화학물질 제조업,2411,기초 무기화학 물질 제조업,기타 기초 무기화학 물질 제조업,20129,기타 기초 무기화학 물질 제조업,,,,가성소다,1,"업종코드: 241105
업종 대분류: 제조업
업종 중분류: 화학 물질 및 화학제품 제조업; 의약품 제외
업종 소분류: 기초 화학물질 제조업
업종 세분류: 기초 무기화학 물질 제조업
업종 세세분류 및 활동명: 기타 기초 무기화학 물질 제조업
연계 KSIC 11차 코드: 20129
연계 KSIC 11차 분류명: 기타 기초 무기화학 물질 제조업
세부설명: 가성소다"
241106,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,기초 화학물질 제조업,2411,기초 유기화학 물질 제조업,기타 기초 유기 화학물질 제조업,20119,기타 기초 유기 화학물질 제조업,,,,,1,"업종코드: 241106
업종 대분류: 제조업
업종 중분류: 화학 물질 및 화학제품 제조업; 의약품 제외
업종 소분류: 기초 화학물질 제조업
업종 세분류: 기초 유기화학 물질 제조업
업종 세세분류 및 활동명: 기타 기초 유기 화학물질 제조업
연계 KSIC 11차 코드: 20119
연계 KSIC 11차 분류명: 기타 기초 유기 화학물질 제조업"
241109,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,기초 화학물질 제조업,2411,"무기 안료, 염료, 유연제 및 기타 착색제 제조업",무기 안료용 금속 산화물 및 관련 제품 제조업,20131,무기 안료용 금속 산화물 및 관련 제품 제조업,,,,,1,"업종코드: 241109
업종 대분류: 제조업
업종 중분류: 화학 물질 및 화학제품 제조업; 의약품 제외
업종 소분류: 기초 화학물질 제조업
업종 세분류: 무기 안료, 염료, 유연제 및 기타 착색제 제조업
업종 세세분류 및 활동명: 무기 안료용 금속 산화물 및 관련 제품 제조업
연계 KSIC 11차 코드: 20131
연계 KSIC 11차 분류명: 무기 안료용 금속 산화물 및 관련 제품 제조업"
241110,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,기초 화학물질 제조업,2411,기초 유기화학 물질 제조업,석유화학계 기초 화학 물질 제조업,20111,석유화학계 기초 화학 물질 제조업,,,,,1,"업종코드: 241110
업종 대분류: 제조업
업종 중분류: 화학 물질 및 화학제품 제조업; 의약품 제외
업종 소분류: 기초 화학물질 제조업
업종 세분류: 기초 유기화학 물질 제조업
업종 세세분류 및 활동명: 석유화학계 기초 화학 물질 제조업
연계 KSIC 11차 코드: 20111
연계 KSIC 11차 분류명: 석유화학계 기초 화학 물질 제조업"
241114,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,기초 화학물질 제조업,2411,기초 유기화학 물질 제조업,바이오매스계 기초 화학물질 제조업,20112,바이오매스계 기초 화학물질 제조업,,,,,1,"업종코드: 241114
업종 대분류: 제조업
업종 중분류: 화학 물질 및 화학제품 제조업; 의약품 제외
업종 소분류: 기초 화학물질 제조업
업종 세분류: 기초 유기화학 물질 제조업
업종 세세분류 및 활동명: 바이오매스계 기초 화학물질 제조업
연계 KSIC 11차 코드: 20112
연계 KSIC 11차 분류명: 바이오매스계 기초 화학물질 제조업"
241115,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,기초 화학물질 제조업,2411,"무기 안료, 염료, 유연제 및 기타 착색제 제조업","염료, 조제 무기 안료, 유연제 및 기타 착색제 제조업",20132,"염료, 조제 무기 안료, 유연제 및 기타 착색제 제조업",,,,,1,"업종코드: 241115
업종 대분류: 제조업
업종 중분류: 화학 물질 및 화학제품 제조업; 의약품 제외
업종 소분류: 기초 화학물질 제조업
업종 세분류: 무기 안료, 염료, 유연제 및 기타 착색제 제조업
업종 세세분류 및 활동명: 염료, 조제 무기 안료, 유연제 및 기타 착색제 제조업
연계 KSIC 11차 코드: 20132
연계 KSIC 11차 분류명: 염료, 조제 무기 안료, 유연제 및 기타 착색제 제조업"
241200,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,"비료, 농약 및 살균ㆍ살충제 제조업",2412,비료 및 질소 화합물 제조업,복합비료 및 기타 화학비료 제조업,20312,복합비료 및 기타 화학비료 제조업,,,,,1,"업종코드: 241200
업종 대분류: 제조업
업종 중분류: 화학 물질 및 화학제품 제조업; 의약품 제외
업종 소분류: 비료, 농약 및 살균ㆍ살충제 제조업
업종 세분류: 비료 및 질소 화합물 제조업
업종 세세분류 및 활동명: 복합비료 및 기타 화학비료 제조업
연계 KSIC 11차 코드: 20312
연계 KSIC 11차 분류명: 복합비료 및 기타 화학비료 제조업"
241201,C,제조업,24,화학 물질 및 화학제품 제조업; 의약품 제외,241,"비료, 농약 및 살균ㆍ살충제 제조업",2412,비료 및 질소 화합물 제조업,"질소 화합물, 질소ㆍ인산 및 칼리질 화학비료 제조업",20311,"질소 화합물, 질소ㆍ인산 및 칼리질 화학비료 제조업",,,,,1,"업종코드: 241201
업종 대분류: 제조업
업종 중분류: 화학 물질 및 화학제품 제조업; 의약품 제외
업종 소분류: 비료, 농약 및 살균ㆍ살충제 제조업
업종 세분류: 비료 및 질소 화합물 제조업
업종 세세분류 및 활동명: 질소 화합물, 질소ㆍ인산 및 칼리질 화학비료 제조업
연계 KSIC 11차 코드: 20311
연계 KSIC 11차 분류명: 질소 화합물, 질소ㆍ인산 및 칼리질 화학비료 제조업"
